/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2018): Late Maastrichtian-early Eocene benthic stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. College of Engineering, Mathematics and Physical Sciences, University of Exeter, PANGAEA, https://doi.org/10.1594/PANGAEA.884585, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Barnet, James S K; Littler, Kate; Kroon, Dick; Leng, Melanie J; Westerhold, Thomas; Röhl, Ursula; Zachos, James C (2017): A new high-resolution chronology for the late Maastrichtian warming event: Establishing robust temporal links with the onset of Deccan volcanism. Geology, 46(2), 147-150, https://doi.org/10.1130/G39771.1
	Lauretano, Vittoria; Littler, Kate; Polling, M; Zachos, James C; Lourens, Lucas Joost (2015): Frequency, magnitude and character of hyperthermal events at the onset of the Early Eocene Climatic Optimum. Climate of the Past, 11(10), 1313-1324, https://doi.org/10.5194/cp-11-1313-2015
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	McCarren, H; Thomas, E; Hasegawa, Takashi; Röhl, Ursula; Zachos, James C (2008): Depth Dependency of the Paleocene-Eocene carbon isotope excursion: Paired benthic and terrestrial biomarker records (Ocean Drilling Program Leg 208, Walvis Ridge). Geochemistry, Geophysics, Geosystems, 9(10), Q10008, https://doi.org/10.1029/2008GC002116
	Stap, Lennert Bastiaan; Lourens, Lucas Joost; Thomas, E; Sluijs, Appy; Bohaty, Steven M; Zachos, James C (2010): High-resolution deep-sea carbon and oxygen isotope records of Eocene Thermal Maximum 2 and H2. Geology, 38(7), 607-610, https://doi.org/10.1130/G30777.1
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	MEDIAN LATITUDE: -27.185827 * MEDIAN LONGITUDE: 1.576993 * SOUTH-BOUND LATITUDE: -27.186000 * WEST-BOUND LONGITUDE: 1.576980 * NORTH-BOUND LATITUDE: -27.185650 * EAST-BOUND LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-29T05:15:00
	MINIMUM DEPTH, sediment/rock: 87.7700 m * MAXIMUM DEPTH, sediment/rock: 212.6550 m
Event(s):	208-1262A * LATITUDE: -27.186000 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-26T12:40:00 * ELEVATION: -4759.0 m * PENETRATION: 161.5 m * RECOVERY: 163.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 161.5 m cored; 0 m drilled; 101.3 % recovery
	208-1262B * LATITUDE: -27.185830 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-26T12:40:00 * DATE/TIME END: 2003-03-27T21:25:00 * ELEVATION: -4753.6 m * PENETRATION: 209.9 m * RECOVERY: 212.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 23 cores; 209.9 m cored; 0 m drilled; 101.3 % recovery
	208-1262C * LATITUDE: -27.185650 * LONGITUDE: 1.576980 * DATE/TIME START: 2003-03-27T21:25:00 * DATE/TIME END: 2003-03-29T05:15:00 * ELEVATION: -4753.6 m * PENETRATION: 212.5 m * RECOVERY: 125.93 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 14 cores; 122.5 m cored; 90 m drilled; 102.8 % recovery
Parameter(s):	Event label (Event) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Sample code/label (Sample label) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, top/min [m] (Depth top) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mbsf
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint mbsf
	Depth, composite [mcd] (Depth comp) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: this study
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: data
	δ18O, adjusted/corrected [‰] (δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: Corrected * COMMENT: corrected to Cibicidoides
	Bottom water temperature [°C] (BWT) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: Cibicidoides
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	30928 data points
*/
Event	Sample label	Depth top [m]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Depth sed [m]	Depth comp [mcd]	Age [ka BP]	Reference	δ18O [‰]	BWT [°C]
208-1262B	208-1262B-18H-4,97-98	158.370	2.01	0.28	158.3750	173.4650	59228.72	Littler et al. (2014) - MARUM	0.425	8.49
208-1262B	208-1262B-18H-4,98-99	158.380	1.85	-0.15	158.3850	173.4750	59230.78	Littler et al. (2014) - MARUM	-0.055	10.59
208-1262B	208-1262B-18H-4,99-100	158.390	2.04	0.52	158.3950	173.4850	59232.84	Littler et al. (2014) - MARUM	0.696	7.33
208-1262B	208-1262B-18H-4,100-101	158.400	2.13	0.56	158.4050	173.4950	59234.91	Littler et al. (2014) - MARUM	0.746	7.11
208-1262B	208-1262B-18H-4,101-102	158.410	2.01	0.47	158.4150	173.5050	59236.97	Littler et al. (2014) - MARUM	0.635	7.59
208-1262B	208-1262B-18H-4,102-103	158.420	1.92	0.42	158.4250	173.5150	59239.09	Littler et al. (2014) - MARUM	0.585	7.80
208-1262B	208-1262B-18H-4,103-104	158.430	2.13	0.44	158.4350	173.5250	59241.28	Littler et al. (2014) - MARUM	0.608	7.70
208-1262B	208-1262B-18H-4,104-105	158.440	2.03	0.47	158.4450	173.5350	59243.47	Littler et al. (2014) - MARUM	0.640	7.56
208-1262B	208-1262B-18H-4,105-106	158.450	2.18	0.62	158.4550	173.5450	59245.66	Littler et al. (2014) - MARUM	0.809	6.84
208-1262B	208-1262B-18H-4,106-107	158.460	1.89	0.40	158.4650	173.5550	59247.85	Littler et al. (2014) - MARUM	0.560	7.91
208-1262B	208-1262B-18H-4,108-109	158.480	2.03	0.30	158.4850	173.5750	59252.23	Littler et al. (2014) - MARUM	0.445	8.41
208-1262B	208-1262B-18H-4,109-110	158.490	2.08	0.31	158.4950	173.5850	59254.42	Littler et al. (2014) - MARUM	0.465	8.32
208-1262B	208-1262B-18H-4,110-111	158.500	1.85	-0.38	158.5050	173.5950	59256.61	Littler et al. (2014) - MARUM	-0.310	11.73
208-1262B	208-1262B-18H-4,111-112	158.510	1.86	-0.27	158.5150	173.6050	59258.80	Littler et al. (2014) - MARUM	-0.193	11.21
208-1262B	208-1262B-18H-4,112-113	158.520	2.34	0.71	158.5250	173.6150	59260.99	Littler et al. (2014) - MARUM	0.908	6.42
208-1262B	208-1262B-18H-4,113-114	158.530	2.20	0.44	158.5350	173.6250	59263.18	Littler et al. (2014) - MARUM	0.609	7.70
208-1262B	208-1262B-18H-4,114-115	158.540	2.23	0.44	158.5450	173.6350	59265.37	Littler et al. (2014) - MARUM	0.608	7.70
208-1262B	208-1262B-18H-4,116-117	158.560	2.34	0.58	158.5650	173.6550	59269.75	Littler et al. (2014) - MARUM	0.764	7.03
208-1262B	208-1262B-18H-4,117-118	158.570	2.19	0.42	158.5750	173.6650	59271.94	Littler et al. (2014) - MARUM	0.581	7.82
208-1262B	208-1262B-18H-4,118-119	158.580	1.99	0.35	158.5850	173.6750	59274.13	Littler et al. (2014) - MARUM	0.511	8.12
208-1262B	208-1262B-18H-4,119-120	158.590	2.13	0.29	158.5950	173.6850	59276.32	Littler et al. (2014) - MARUM	0.442	8.42
208-1262B	208-1262B-18H-4,120-121	158.600	2.13	0.32	158.6050	173.6950	59278.51	Littler et al. (2014) - MARUM	0.474	8.28
208-1262B	208-1262B-18H-4,121-122	158.610	2.16	0.53	158.6150	173.7050	59280.70	Littler et al. (2014) - MARUM	0.709	7.27
208-1262B	208-1262B-18H-4,122-123	158.620	2.05	-0.08	158.6250	173.7150	59282.89	Littler et al. (2014) - MARUM	0.025	10.24
208-1262B	208-1262B-18H-4,123-124	158.630	2.24	-0.41	158.6350	173.7250	59285.08	Littler et al. (2014) - MARUM	-0.352	11.92
208-1262B	208-1262B-18H-4,124-125	158.640	2.20	0.33	158.6450	173.7350	59287.27	Littler et al. (2014) - MARUM	0.483	8.24
208-1262B	208-1262B-18H-4,125-126	158.650	2.13	0.50	158.6550	173.7450	59289.46	Littler et al. (2014) - MARUM	0.675	7.41
208-1262B	208-1262B-18H-4,127-128	158.670	2.38	0.60	158.6750	173.7650	59293.84	Littler et al. (2014) - MARUM	0.784	6.95
208-1262B	208-1262B-18H-4,128-129	158.680	2.27	0.46	158.6850	173.7750	59296.03	Littler et al. (2014) - MARUM	0.629	7.61
208-1262B	208-1262B-18H-4,129-130	158.690	2.28	-0.35	158.6950	173.7850	59298.22	Littler et al. (2014) - MARUM	-0.284	11.61
208-1262B	208-1262B-18H-4,130-131	158.700	2.29	0.59	158.7050	173.7950	59300.41	Littler et al. (2014) - MARUM	0.777	6.98
208-1262B	208-1262B-18H-4,131-132	158.710	2.30	0.63	158.7150	173.8050	59302.59	Littler et al. (2014) - MARUM	0.817	6.81
208-1262B	208-1262B-18H-4,132-133	158.720	2.25	0.54	158.7250	173.8150	59304.78	Littler et al. (2014) - MARUM	0.724	7.21
208-1262B	208-1262B-18H-4,133-134	158.730	2.17	0.27	158.7350	173.8250	59306.97	Littler et al. (2014) - MARUM	0.411	8.55
208-1262B	208-1262B-18H-4,134-135	158.740	2.36	0.63	158.7450	173.8350	59309.16	Littler et al. (2014) - MARUM	0.821	6.79
208-1262B	208-1262B-18H-4,135-136	158.750	2.26	0.56	158.7550	173.8450	59311.35	Littler et al. (2014) - MARUM	0.738	7.15
208-1262B	208-1262B-18H-4,136-137	158.760	2.26	0.55	158.7650	173.8550	59313.54	Littler et al. (2014) - MARUM	0.732	7.17
208-1262B	208-1262B-18H-4,137-138	158.770	2.13	0.35	158.7750	173.8650	59315.73	Littler et al. (2014) - MARUM	0.505	8.15
208-1262B	208-1262B-18H-4,138-139	158.780	2.32	0.80	158.7850	173.8750	59317.92	Littler et al. (2014) - MARUM	1.008	6.00
208-1262B	208-1262B-18H-4,139-140	158.790	2.06	0.10	158.7950	173.8850	59320.11	Littler et al. (2014) - MARUM	0.220	9.39
208-1262B	208-1262B-18H-4,140-141	158.800	2.09	0.46	158.8050	173.8950	59322.30	Littler et al. (2014) - MARUM	0.632	7.60
208-1262B	208-1262B-18H-4,141-142	158.810	2.13	0.60	158.8150	173.9050	59324.49	Littler et al. (2014) - MARUM	0.782	6.96
208-1262B	208-1262B-18H-4,142-143	158.820	2.16	0.66	158.8250	173.9150	59326.68	Littler et al. (2014) - MARUM	0.859	6.63
208-1262B	208-1262B-18H-4,143-144	158.830	2.20	0.70	158.8350	173.9250	59328.87	Littler et al. (2014) - MARUM	0.894	6.48
208-1262B	208-1262B-18H-4,144-145	158.840	2.01	0.42	158.8450	173.9350	59331.06	Littler et al. (2014) - MARUM	0.589	7.79
208-1262B	208-1262B-18H-4,148-149	158.880	1.98	0.60	158.8850	173.9750	59339.82	Littler et al. (2014) - MARUM	0.788	6.93
208-1262B	208-1262B-18H-5,1-2	158.910	1.97	0.64	158.9150	174.0050	59346.39	Littler et al. (2014) - MARUM	0.827	6.77
208-1262B	208-1262B-18H-5,4-5	158.940	1.98	0.67	158.9450	174.0350	59352.96	Littler et al. (2014) - MARUM	0.864	6.61
208-1262B	208-1262B-18H-5,7-8	158.970	2.01	0.62	158.9750	174.0650	59359.53	Littler et al. (2014) - MARUM	0.807	6.85
208-1262B	208-1262B-18H-5,13-14	159.030	1.96	0.69	159.0350	174.1250	59372.66	Littler et al. (2014) - MARUM	0.886	6.51
208-1262B	208-1262B-18H-5,16-17	159.060	1.93	0.60	159.0650	174.1550	59379.23	Littler et al. (2014) - MARUM	0.784	6.95
208-1262B	208-1262B-18H-5,19-20	159.090	1.87	0.67	159.0950	174.1850	59385.80	Littler et al. (2014) - MARUM	0.870	6.58
208-1262B	208-1262B-18H-5,22-23	159.120	1.87	0.59	159.1250	174.2150	59392.37	Littler et al. (2014) - MARUM	0.781	6.96
208-1262B	208-1262B-18H-5,25-26	159.150	1.81	0.59	159.1550	174.2450	59398.94	Littler et al. (2014) - MARUM	0.776	6.99
208-1262B	208-1262B-18H-5,28-29	159.180	1.73	0.55	159.1850	174.2750	59405.51	Littler et al. (2014) - MARUM	0.735	7.16
208-1262B	208-1262B-18H-5,37-38	159.270	1.77	0.62	159.2750	174.3650	59425.22	Littler et al. (2014) - MARUM	0.808	6.85
208-1262B	208-1262B-18H-5,40-41	159.300	1.93	0.63	159.3050	174.3950	59431.78	Littler et al. (2014) - MARUM	0.816	6.81
208-1262B	208-1262B-18H-5,43-44	159.330	1.87	0.58	159.3350	174.4250	59438.35	Littler et al. (2014) - MARUM	0.759	7.06
208-1262B	208-1262B-18H-5,46-47	159.360	1.82	0.46	159.3650	174.4550	59444.92	Littler et al. (2014) - MARUM	0.633	7.60
208-1262B	208-1262B-18H-5,49-50	159.390	1.79	0.65	159.3950	174.4850	59451.49	Littler et al. (2014) - MARUM	0.840	6.71
208-1262B	208-1262B-18H-5,52-53	159.420	1.70	0.30	159.4250	174.5150	59458.06	Littler et al. (2014) - MARUM	0.444	8.41
208-1262B	208-1262B-18H-5,55-56	159.450	1.82	0.65	159.4550	174.5450	59464.63	Littler et al. (2014) - MARUM	0.844	6.69
208-1262B	208-1262B-18H-5,58-59	159.480	1.76	0.62	159.4850	174.5750	59471.20	Littler et al. (2014) - MARUM	0.814	6.82
208-1262B	208-1262B-18H-5,61-62	159.510	1.96	0.77	159.5150	174.6050	59477.77	Littler et al. (2014) - MARUM	0.976	6.13
208-1262B	208-1262B-18H-5,64-65	159.540	1.96	0.71	159.5450	174.6350	59484.34	Littler et al. (2014) - MARUM	0.908	6.42
208-1262B	208-1262B-18H-5,67-68	159.570	1.89	0.69	159.5750	174.6650	59490.90	Littler et al. (2014) - MARUM	0.893	6.48
208-1262B	208-1262B-18H-5,70-71	159.600	1.86	0.68	159.6050	174.6950	59497.47	Littler et al. (2014) - MARUM	0.873	6.57
208-1262B	208-1262B-18H-5,73-74	159.630	1.89	0.47	159.6350	174.7250	59504.04	Littler et al. (2014) - MARUM	0.635	7.59
208-1262B	208-1262B-18H-5,76-77	159.660	1.91	0.72	159.6650	174.7550	59510.61	Littler et al. (2014) - MARUM	0.918	6.38
208-1262B	208-1262B-18H-5,79-80	159.690	1.87	0.67	159.6950	174.7850	59517.18	Littler et al. (2014) - MARUM	0.862	6.62
208-1262B	208-1262B-18H-5,82-83	159.720	1.82	0.75	159.7250	174.8150	59523.75	Littler et al. (2014) - MARUM	0.950	6.24
208-1262B	208-1262B-18H-5,85-86	159.750	1.76	0.56	159.7550	174.8450	59530.32	Littler et al. (2014) - MARUM	0.737	7.15
208-1262B	208-1262B-18H-5,88-89	159.780	1.68	0.40	159.7850	174.8750	59536.89	Littler et al. (2014) - MARUM	0.559	7.92
208-1262B	208-1262B-18H-5,91-92	159.810	1.72	0.53	159.8150	174.9000	59542.36	Littler et al. (2014) - MARUM	0.711	7.26
208-1262B	208-1262B-18H-5,94-95	159.840	1.84	0.70	159.8450	174.9199	59546.74	Littler et al. (2014) - MARUM	0.901	6.45
208-1262B	208-1262B-18H-5,97-98	159.870	1.76	0.62	159.8750	174.9398	59551.12	Littler et al. (2014) - MARUM	0.809	6.84
208-1262B	208-1262B-18H-5,100-101	159.900	1.84	0.56	159.9050	174.9598	59555.50	Littler et al. (2014) - MARUM	0.740	7.14
208-1262A	208-1262A-17H-2,109-110	154.590	1.60	0.35	154.5950	174.9850	59560.97	Littler et al. (2014) - MARUM	0.501	8.17
208-1262B	208-1262B-18H-5,106-107	159.960	1.93	0.58	159.9650	174.9996	59564.26	Littler et al. (2014) - MARUM	0.764	7.04
208-1262A	208-1262A-17H-2,112-113	154.620	1.67	0.47	154.6250	175.0150	59567.54	Littler et al. (2014) - MARUM	0.639	7.57
208-1262A	208-1262A-17H-2,115-116	154.650	1.67	0.51	154.6550	175.0450	59574.11	Littler et al. (2014) - MARUM	0.683	7.38
208-1262A	208-1262A-17H-2,118-119	154.680	1.61	0.49	154.6850	175.0750	59580.68	Littler et al. (2014) - MARUM	0.660	7.48
208-1262A	208-1262A-17H-2,121-122	154.710	1.58	0.43	154.7150	175.1050	59587.25	Littler et al. (2014) - MARUM	0.596	7.76
208-1262A	208-1262A-17H-2,124-125	154.740	1.56	0.44	154.7450	175.1350	59593.82	Littler et al. (2014) - MARUM	0.602	7.73
208-1262A	208-1262A-17H-2,127-128	154.770	1.44	0.33	154.7750	175.1650	59600.39	Littler et al. (2014) - MARUM	0.487	8.22
208-1262A	208-1262A-17H-2,130-131	154.800	1.65	0.46	154.8050	175.1950	59606.96	Littler et al. (2014) - MARUM	0.634	7.59
208-1262A	208-1262A-17H-2,133-134	154.830	1.43	0.27	154.8350	175.2250	59613.53	Littler et al. (2014) - MARUM	0.419	8.52
208-1262A	208-1262A-17H-2,136-137	154.860	1.56	0.51	154.8650	175.2550	59619.65	Littler et al. (2014) - MARUM	0.687	7.37
208-1262A	208-1262A-17H-2,142-143	154.920	1.62	0.35	154.9250	175.3150	59627.51	Littler et al. (2014) - MARUM	0.506	8.14
208-1262A	208-1262A-17H-2,145-146	154.950	1.61	0.46	154.9550	175.3450	59631.43	Littler et al. (2014) - MARUM	0.632	7.60
208-1262A	208-1262A-17H-2,148-149	154.980	1.60	0.53	154.9850	175.3750	59635.36	Littler et al. (2014) - MARUM	0.704	7.29
208-1262A	208-1262A-17H-3,1-2	155.010	1.46	0.45	155.0150	175.4050	59639.28	Littler et al. (2014) - MARUM	0.618	7.66
208-1262A	208-1262A-17H-3,4-5	155.040	1.63	0.41	155.0450	175.4350	59643.21	Littler et al. (2014) - MARUM	0.576	7.84
208-1262A	208-1262A-17H-3,7-8	155.070	1.61	0.45	155.0750	175.4650	59647.14	Littler et al. (2014) - MARUM	0.621	7.65
208-1262A	208-1262A-17H-3,10-11	155.100	1.57	0.35	155.1050	175.4950	59651.06	Littler et al. (2014) - MARUM	0.507	8.14
208-1262A	208-1262A-17H-3,13-14	155.130	1.58	0.37	155.1350	175.5250	59654.99	Littler et al. (2014) - MARUM	0.524	8.07
208-1262A	208-1262A-17H-3,16-17	155.160	1.61	0.49	155.1650	175.5550	59658.91	Littler et al. (2014) - MARUM	0.665	7.46
208-1262A	208-1262A-17H-3,19-20	155.190	1.72	0.53	155.1950	175.5850	59662.84	Littler et al. (2014) - MARUM	0.713	7.25
208-1262A	208-1262A-17H-3,22-23	155.220	1.79	0.62	155.2250	175.6150	59666.76	Littler et al. (2014) - MARUM	0.813	6.82
208-1262A	208-1262A-17H-3,25-26	155.250	1.60	0.41	155.2550	175.6450	59670.69	Littler et al. (2014) - MARUM	0.572	7.86
208-1262A	208-1262A-17H-3,28-29	155.280	1.67	0.53	155.2850	175.6750	59674.62	Littler et al. (2014) - MARUM	0.705	7.29
208-1262A	208-1262A-17H-3,31-32	155.310	1.74	0.59	155.3150	175.7050	59678.54	Littler et al. (2014) - MARUM	0.773	6.99
208-1262A	208-1262A-17H-3,37-38	155.370	1.49	0.46	155.3750	175.7650	59686.39	Littler et al. (2014) - MARUM	0.632	7.60
208-1262A	208-1262A-17H-3,41-42	155.410	1.85	0.61	155.4150	175.8050	59691.63	Littler et al. (2014) - MARUM	0.796	6.90
208-1262A	208-1262A-17H-3,43-44	155.430	1.53	0.27	155.4350	175.8250	59694.25	Littler et al. (2014) - MARUM	0.414	8.54
208-1262A	208-1262A-17H-3,46-47	155.460	1.71	0.56	155.4650	175.8550	59698.17	Littler et al. (2014) - MARUM	0.746	7.11
208-1262A	208-1262A-17H-3,49-50	155.490	1.59	0.42	155.4950	175.8850	59702.10	Littler et al. (2014) - MARUM	0.579	7.83
208-1262A	208-1262A-17H-3,52-53	155.520	1.63	0.48	155.5250	175.9150	59706.02	Littler et al. (2014) - MARUM	0.657	7.49
208-1262A	208-1262A-17H-3,55-56	155.550	1.60	0.56	155.5550	175.9450	59709.95	Littler et al. (2014) - MARUM	0.745	7.12
208-1262A	208-1262A-17H-3,58-59	155.580	1.39	0.31	155.5850	175.9750	59713.88	Littler et al. (2014) - MARUM	0.460	8.34
208-1262A	208-1262A-17H-3,61-62	155.610	1.52	0.26	155.6150	176.0050	59717.80	Littler et al. (2014) - MARUM	0.406	8.58
208-1262A	208-1262A-17H-3,64-65	155.640	1.49	0.36	155.6450	176.0350	59721.73	Littler et al. (2014) - MARUM	0.513	8.11
208-1262A	208-1262A-17H-3,67-68	155.670	1.37	0.40	155.6750	176.0650	59725.82	Littler et al. (2014) - MARUM	0.557	7.92
208-1262A	208-1262A-17H-3,70-71	155.700	1.63	0.54	155.7050	176.0950	59730.77	Littler et al. (2014) - MARUM	0.719	7.23
208-1262A	208-1262A-17H-3,73-74	155.730	1.57	0.40	155.7350	176.1250	59735.72	Littler et al. (2014) - MARUM	0.558	7.92
208-1262A	208-1262A-17H-3,76-77	155.760	1.58	0.58	155.7650	176.1550	59740.67	Littler et al. (2014) - MARUM	0.761	7.05
208-1262A	208-1262A-17H-3,79-80	155.790	1.35	0.41	155.7950	176.1850	59745.61	Littler et al. (2014) - MARUM	0.573	7.86
208-1262A	208-1262A-17H-3,82-83	155.820	1.63	0.51	155.8250	176.2150	59750.56	Littler et al. (2014) - MARUM	0.684	7.38
208-1262A	208-1262A-17H-3,85-86	155.850	1.69	0.44	155.8550	176.2450	59755.51	Littler et al. (2014) - MARUM	0.606	7.71
208-1262A	208-1262A-17H-3,88-89	155.880	1.74	0.45	155.8850	176.2750	59760.46	Littler et al. (2014) - MARUM	0.615	7.67
208-1262A	208-1262A-17H-3,91-92	155.910	1.91	0.64	155.9150	176.3050	59765.40	Littler et al. (2014) - MARUM	0.833	6.74
208-1262A	208-1262A-17H-3,94-95	155.940	1.77	0.46	155.9450	176.3350	59770.35	Littler et al. (2014) - MARUM	0.634	7.59
208-1262A	208-1262A-17H-3,97-98	155.970	1.94	0.59	155.9750	176.3650	59775.30	Littler et al. (2014) - MARUM	0.771	7.00
208-1262A	208-1262A-17H-3,100-101	156.000	1.85	0.52	156.0050	176.3950	59780.24	Littler et al. (2014) - MARUM	0.697	7.32
208-1262A	208-1262A-17H-3,103-104	156.030	1.87	0.57	156.0350	176.4250	59785.19	Littler et al. (2014) - MARUM	0.755	7.07
208-1262A	208-1262A-17H-3,106-107	156.060	1.72	0.63	156.0650	176.4550	59790.14	Littler et al. (2014) - MARUM	0.817	6.81
208-1262A	208-1262A-17H-3,109-110	156.090	1.77	0.47	156.0950	176.4850	59795.09	Littler et al. (2014) - MARUM	0.644	7.55
208-1262A	208-1262A-17H-3,112-113	156.120	1.79	0.49	156.1250	176.5150	59800.03	Littler et al. (2014) - MARUM	0.667	7.45
208-1262A	208-1262A-17H-3,115-116	156.150	1.74	0.64	156.1550	176.5450	59804.98	Littler et al. (2014) - MARUM	0.831	6.75
208-1262A	208-1262A-17H-3,118-119	156.180	1.78	0.55	156.1850	176.5750	59809.93	Littler et al. (2014) - MARUM	0.731	7.17
208-1262A	208-1262A-17H-3,121-122	156.210	1.82	0.59	156.2150	176.6050	59814.88	Littler et al. (2014) - MARUM	0.771	7.01
208-1262A	208-1262A-17H-3,124-125	156.240	1.76	0.49	156.2450	176.6350	59819.82	Littler et al. (2014) - MARUM	0.661	7.47
208-1262A	208-1262A-17H-3,127-128	156.270	1.73	0.53	156.2750	176.6650	59824.77	Littler et al. (2014) - MARUM	0.704	7.29
208-1262A	208-1262A-17H-3,130-131	156.300	1.68	0.61	156.3050	176.6950	59829.72	Littler et al. (2014) - MARUM	0.798	6.89
208-1262A	208-1262A-17H-3,136-137	156.360	1.74	0.53	156.3650	176.7550	59839.61	Littler et al. (2014) - MARUM	0.713	7.25
208-1262A	208-1262A-17H-3,139-140	156.390	1.67	0.61	156.3950	176.7850	59844.56	Littler et al. (2014) - MARUM	0.799	6.89
208-1262A	208-1262A-17H-3,142-143	156.420	1.64	0.50	156.4250	176.8150	59849.51	Littler et al. (2014) - MARUM	0.675	7.42
208-1262A	208-1262A-17H-3,145-146	156.450	1.52	0.46	156.4550	176.8450	59854.46	Littler et al. (2014) - MARUM	0.631	7.60
208-1262A	208-1262A-17H-3,148-149	156.480	1.58	0.30	156.4850	176.8750	59859.40	Littler et al. (2014) - MARUM	0.453	8.37
208-1262A	208-1262A-17H-4,1-2	156.510	1.73	0.73	156.5150	176.9050	59864.35	Littler et al. (2014) - MARUM	0.936	6.30
208-1262A	208-1262A-17H-4,4-5	156.540	1.70	0.54	156.5450	176.9350	59869.30	Littler et al. (2014) - MARUM	0.717	7.23
208-1262A	208-1262A-17H-4,7-8	156.570	1.65	0.49	156.5750	176.9650	59874.24	Littler et al. (2014) - MARUM	0.662	7.47
208-1262A	208-1262A-17H-4,10-11	156.600	1.56	0.48	156.6050	176.9950	59879.19	Littler et al. (2014) - MARUM	0.646	7.54
208-1262A	208-1262A-17H-4,13-14	156.630	1.55	0.57	156.6350	177.0250	59884.14	Littler et al. (2014) - MARUM	0.756	7.07
208-1262A	208-1262A-17H-4,16-17	156.660	1.61	0.36	156.6650	177.0550	59889.09	Littler et al. (2014) - MARUM	0.517	8.10
208-1262A	208-1262A-17H-4,19-20	156.690	1.65	0.46	156.6950	177.0850	59894.03	Littler et al. (2014) - MARUM	0.634	7.59
208-1262A	208-1262A-17H-4,22-23	156.720	1.54	0.27	156.7250	177.1150	59898.98	Littler et al. (2014) - MARUM	0.419	8.52
