/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas; Röhl, Ursula; Donner, Barbara; Zachos, James C (2017): (DS01) Benthic stable isotope data for ODP Site 198-1209 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.883334, 
	In supplement to: Westerhold, T et al. (2018): Global extent of early eocene hyperthermal events - a new Pacific benthic foraminiferal isotope record from Shatsky Rise (ODP Site 1209). Paleoceanography and Paleoclimatology, 33(6), 626-642, https://doi.org/10.1029/2017PA003306
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: 32.651700 * LONGITUDE: 158.505983
	DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00
	MINIMUM DEPTH, sediment/rock: 148.48 m * MAXIMUM DEPTH, sediment/rock: 237.96 m
Event(s):	198-1209 * LATITUDE: 32.651700 * LONGITUDE: 158.505983 * DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00 * ELEVATION: -2387.3 m * PENETRATION: 865.1 m * RECOVERY: 766 m * LOCATION: North Pacific Ocean * CAMPAIGN: Leg198 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 83 cores; 759.4 m cored; 105.7 m drilled; 100.9% recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	AGE [ka BP] (Age) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Tuned age
	Nuttallides truempyi, δ13C [‰ PDB] (N. truempyi δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Nuttallides truempyi, δ18O [‰ PDB] (N. truempyi δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ13C [‰ PDB] (O. umbonatus δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ18O [‰ PDB] (O. umbonatus δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Analytical method (Analyt method) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Error
	Laboratory (Lab) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	14309 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Age [ka BP]	N. truempyi δ13C [‰ PDB]	N. truempyi δ18O [‰ PDB]	O. umbonatus δ13C [‰ PDB]	O. umbonatus δ18O [‰ PDB]	Analyt method	Comment	Lab	Reference
198-1209B-22H-1,127-127	196.37	217.947	55912.834	-0.4640	-0.8890						Westerhold et al. 2011
198-1209B-22H-1,128-128	196.38	217.957	55916.012	0.3750	-0.2630						Westerhold et al. 2011
198-1209C-11H-3,125-127	197.25	217.960	55916.966	0.5880	-0.2150						Westerhold et al. 2011
198-1209B-22H-1,129-129	196.39	217.968	55919.509	1.0080	-0.1300						Westerhold et al. 2011
198-1209B-22H-1,130-130	196.40	217.979	55923.005	1.8710	0.8530						Westerhold et al. 2011
198-1209B-22H-1,131-131	196.41	217.989	55926.183	1.2530	-0.1500						Westerhold et al. 2011
198-1209B-22H-1,132-132	196.42	218.000	55929.679	1.2050	-0.1700						Westerhold et al. 2011
198-1209C-11H-3,131-133	197.32	218.030	55935.686	0.5367	-0.3672			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-3,135-137	197.35	218.060	55941.570	0.5280	-0.1650						Westerhold et al. 2011
198-1209A-21H-7,35-37	198.05	218.068	55943.139	1.3250	0.0560						Westerhold et al. 2011_SantaCruz
198-1209C-11H-3,145-147	197.45	218.160	55961.183	0.8590	-0.1630						Westerhold et al. 2011
198-1209C-11H-4,5-7	197.55	218.260	55980.796	0.9910	-0.2600						Westerhold et al. 2011
198-1209C-11H-4,9-11	197.60	218.310	55990.602	1.0901	-0.0106			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,14-16	197.65	218.360	56000.409	0.7994	-0.1777			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,19-21	197.70	218.410	56010.216	1.0479	-0.1098			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,25-27	197.75	218.460	56020.022	1.3370	-0.0010						Westerhold et al. 2011
198-1209C-11H-4,44-46	197.95	218.660	56059.248	0.8369	-0.0913			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,59-61	198.10	218.810	56088.668	0.5562	-0.2332			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,69-71	198.20	218.910	56108.281	0.8296	-0.1998			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,79-81	198.30	219.010	56127.894	0.9219	-0.1121			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,83-85	198.34	219.050	56135.739	0.7043	-0.2015			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,89-91	198.40	219.110	56147.507	0.7176	-0.3653			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,95-97	198.45	219.160	56163.818	1.5320	-0.0010						Westerhold et al. 2011
198-1209C-11H-4,99-101	198.50	219.210	56180.128	1.4378	0.0287			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,105-107	198.55	219.260	56196.439	1.3660	-0.0240						Westerhold et al. 2011
198-1209C-11H-4,109-111	198.60	219.310	56212.749	1.1228	-0.0823			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,115-117	198.65	219.360	56229.060	0.6750	-0.2240						Westerhold et al. 2011
198-1209C-11H-4,119-121	198.70	219.410	56245.370	1.0040	-0.1797			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,125-127	198.75	219.460	56261.681	1.4900	0.1150						Westerhold et al. 2011
198-1209C-11H-4,129-131	198.80	219.510	56277.991	1.2215	-0.1014			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,135-137	198.85	219.560	56294.302	1.5340	-0.0130						Westerhold et al. 2011
198-1209C-11H-4,139-141	198.90	219.610	56310.612	1.4932	0.1096			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-4,145-147	198.95	219.660	56326.923	1.5850	-0.0510						Westerhold et al. 2011
198-1209C-11H-4,148-149	198.99	219.695	56339.971	1.3740	-0.0193			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,5-7	199.05	219.760	56359.544	1.7770	-0.0010						Westerhold et al. 2011
198-1209C-11H-5,8-9	199.09	219.795	56372.592	1.0852	0.0203			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,15-17	199.15	219.860	56392.165	1.6230	-0.0190						Westerhold et al. 2011
198-1209C-11H-5,19-21	199.20	219.910	56408.475	1.1880	-0.0310			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,25-27	199.25	219.960	56424.786	1.5620	-0.0900						Westerhold et al. 2011
198-1209C-11H-5,29-31	199.30	220.010	56441.096	1.0619	-0.0313			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,35-37	199.35	220.060	56457.407	1.6600	0.0240						Westerhold et al. 2011
198-1209C-11H-5,38-40	199.39	220.100	56470.455	1.3135	-0.0446			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,45-47	199.45	220.160	56490.028	1.1090	-0.0710						Westerhold et al. 2011
198-1209C-11H-5,49-51	199.50	220.210	56506.338	1.3607	-0.0593			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,55-57	199.55	220.260	56522.649	1.7140	0.1740						Westerhold et al. 2011
198-1209C-11H-5,61-62	199.62	220.325	56545.483	0.5919	-0.2252			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,65-67	199.65	220.360	56555.270	0.8690	-0.2180						Westerhold et al. 2011
198-1209C-11H-5,75-77	199.75	220.460	56587.891	1.4550	0.1350						Westerhold et al. 2011
198-1209C-11H-5,79-81	199.80	220.510	56604.201	1.3479	-0.1121			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,85-87	199.85	220.560	56620.512	1.6760	0.1000						Westerhold et al. 2011
198-1209C-11H-5,94-96	199.95	220.660	56653.133	1.5220	-0.0148			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,105-107	200.05	220.760	56685.754	1.7880	0.1280						Westerhold et al. 2011
198-1209C-11H-5,108-109	200.09	220.795	56698.802	1.4686	-0.0744			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,115-117	200.15	220.860	56718.375	1.1470	-0.7700						Westerhold et al. 2011
198-1209C-11H-5,125-127	200.25	220.960	56750.996	1.2810	-0.1290						Westerhold et al. 2011
198-1209C-11H-5,129-131	200.30	221.010	56768.497	1.6223	-0.0287			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-5,135-137	200.35	221.060	56785.998	1.4710	-0.0940						Westerhold et al. 2011
198-1209C-11H-5,145-147	200.45	221.160	56821.000	1.4510	-0.1170						Westerhold et al. 2011
198-1209C-11H-6,5-7	200.55	221.260	56856.000	1.1040	-0.4400						Westerhold et al. 2011
198-1209C-11H-6,11-13	200.62	221.330	56864.569	1.1967	-0.1745			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-6,25-27	200.75	221.478	56882.685	1.6550	-0.1010						Westerhold et al. 2011
198-1209A-22H-2,33-35	200.04	221.480	56882.930	1.5599	0.0286			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,38-40	200.09	221.530	56889.050	1.5638	0.1124			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,43-45	200.14	221.580	56895.170	1.5071	0.0225			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,68-70	200.39	221.830	56925.772							Bremen	this study
198-1209A-22H-2,73-75	200.44	221.880	56931.892	1.5505	0.1577			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,77-79	200.48	221.920	56936.789	1.5804	0.1265			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,88-90	200.59	222.030	56950.253	1.4384	0.0010			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,93-95	200.64	222.080	56956.374	1.4755	0.3288			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,98-100	200.69	222.130	56962.494	1.4357	0.1490			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,103-105	200.74	222.180	56970.930	1.5435	0.3806			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,108-110	200.79	222.230	56979.367	1.6458	0.3502			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,113-115	200.84	222.280	56987.803	1.6553	0.4089			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,118-120	200.89	222.330	56996.240	1.8633	0.1322			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,123-125	200.94	222.380	57004.676	1.8040	0.2200			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,128-130	200.99	222.430	57013.113	1.6174	0.1453			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,133-135	201.04	222.480	57021.549	1.6916	0.2982			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,138-140	201.09	222.530	57029.986	1.7274	0.0985			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,142-144	201.13	222.570	57036.735	1.7192	0.1194			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-2,145-147	201.15	222.590	57040.110	1.7400	0.0580						Westerhold et al. 2011_SantaCruz
198-1209A-22H-2,148-150	201.19	222.630	57046.859	1.7796	0.2344			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,5-7	201.25	222.690	57056.983	1.8870	0.1200						Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,9-11	201.30	222.740	57065.419	1.5056	0.3238			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,15-17	201.35	222.790	57073.856								Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,19-21	201.40	222.840	57082.292	1.5084	0.2960			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,25-27	201.45	222.890	57090.729	1.9150	0.0540						Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,29-31	201.50	222.940	57099.165	1.5819	0.3010			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,35-37	201.55	222.990	57107.602	1.9060	0.0400						Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,39-41	201.60	223.040	57116.038	1.7673	0.1145			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,45-47	201.65	223.090	57124.475	1.7470	0.0890						Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,47-49	201.68	223.120	57129.537	1.7047	0.1687			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,52-54	201.73	223.170	57137.973	1.6440	0.2811			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,55-57	201.75	223.190	57141.348	1.8840	-0.0060						Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,59-61	201.80	223.240	57149.784	1.6916	0.1624			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,65-67	201.85	223.290	57158.221	1.7780	-0.0670						Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,69-71	201.90	223.340	57166.657	1.5904	0.5269			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,75-77	201.95	223.390	57175.094	1.8190	0.1840						Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,76-78	201.97	223.410	57178.468	1.6046	0.4279			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,81-83	202.02	223.460	57186.905	1.6653	0.5260			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,86-88	202.07	223.510	57195.341	1.4408	0.1632			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,91-93	202.12	223.560	57203.778	1.5652	0.3701			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,96-98	202.17	223.610	57212.214	1.6120	0.4736			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,101-103	202.22	223.660	57220.651	1.5350	0.0878			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,111-113	202.32	223.760	57237.524	1.4566	0.4110			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,115-117	202.35	223.790	57242.308	1.5780	-0.0300						Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,141-143	202.62	224.060	57285.364	1.6661	0.0925			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-3,145-147	202.65	224.090	57290.148	1.9810	0.1070						Westerhold et al. 2011_SantaCruz
198-1209A-22H-3,146-148	202.67	224.110	57293.338	1.7830	0.0633			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,1-3	202.72	224.160	57301.311	1.7385	0.0599			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,25-27	202.95	224.390	57337.989	1.6990	0.0270						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,35-37	203.05	224.490	57353.936	1.5390	-0.0480						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,45-47	203.15	224.590	57368.504	1.6670	0.1310						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,49-51	203.20	224.640	57375.099	1.6781	0.0580			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,55-57	203.25	224.690	57381.694	2.0630	0.2310						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,59-61	203.30	224.740	57388.289	1.8220	0.1313			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,65-67	203.35	224.790	57394.884	1.9040	0.2480						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,69-71	203.40	224.840	57401.479	1.9399	0.1435			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,75-77	203.45	224.890	57408.074	2.0840	0.2030						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,79-81	203.50	224.940	57414.669	1.9681	0.1749			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,85-87	203.55	224.990	57421.264	2.0250	0.1870						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,89-91	203.60	225.040	57427.859	2.0301	0.2144			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,95-97	203.65	225.090	57434.454	2.0020	0.1090						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,99-101	203.70	225.140	57441.048	1.9832	0.0882			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,105-107	203.75	225.190	57447.643	2.0360	0.0680						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,109-111	203.80	225.240	57454.238	1.9721	0.2184			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,115-117	203.85	225.290	57460.833	1.9680	-0.0650						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,119-121	203.90	225.340	57467.428	1.8457	0.1915			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,125-127	203.95	225.390	57474.023	2.0480	0.0710						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,129-131	204.00	225.440	57480.618	1.9255	0.0736			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,135-137	204.05	225.490	57487.213	1.9610	0.0200						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,139-141	204.10	225.540	57493.808	1.8520	0.1183			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-4,145-147	204.15	225.590	57500.403	2.2450	0.3030						Westerhold et al. 2011_SantaCruz
198-1209A-22H-4,148-150	204.19	225.630	57505.679	1.8766	0.0979			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-5,5-7	204.25	225.690	57513.593	1.9180	0.1610						Westerhold et al. 2011_SantaCruz
198-1209A-22H-5,9-11	204.30	225.740	57520.188	1.7240	0.1262			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-5,15-17	204.35	225.790	57526.782	1.9650	0.0920						Westerhold et al. 2011_SantaCruz
198-1209A-22H-5,19-21	204.40	225.840	57533.377	1.8113	0.0641			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-5,25-27	204.45	225.890	57539.972	1.8460	0.0110						Westerhold et al. 2011_SantaCruz
198-1209A-22H-5,29-31	204.50	225.940	57546.567	1.7940	-0.1113			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-5,35-37	204.55	225.990	57553.162	1.8510	-0.0080						Westerhold et al. 2011_SantaCruz
198-1209A-22H-5,37-39	204.58	226.020	57557.119	1.8786	-0.0247			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-5,45-47	204.65	226.090	57566.352	1.7850	-0.1910						Westerhold et al. 2011_SantaCruz
198-1209A-22H-5,47-49	204.68	226.120	57570.309	1.8968	-0.1220			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-5,55-57	204.75	226.190	57579.542	1.9830	0.1540						Westerhold et al. 2011_SantaCruz
198-1209A-22H-5,59-61	204.80	226.240	57586.137	1.8683	0.1411			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-5,65-67	204.85	226.290	57592.732	1.8780	0.0980						Westerhold et al. 2011_SantaCruz
198-1209A-22H-5,69-71	204.90	226.340	57599.327	1.7492	0.0314			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-5,75-77	204.95	226.390	57605.922	1.9770	0.1590						Westerhold et al. 2011_SantaCruz
198-1209A-22H-5,79-81	205.00	226.440	57612.517	1.9325	-0.0129			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-22H-5,85-87	205.05	226.490	57619.111	1.6910	-0.0900						Westerhold et al. 2011_SantaCruz
